file,page,caption,text
13-retrieval.pdf,16,"The slide contains no technical content to explain. It only displays the text ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional name and not related to machine learning or NLP concepts.","17
Sparse Retrieval vs Dense Retrieval
 Sparse Representation (lexical)
Corresponding actual specific words
Easier to interpret how documents are ranked by a given query
Low cost for building new sparse search engine infrastructure
 Dense Representation (semantic)
Contextualized representation
Empirically better performances
Easier to scale for efficient implementation"
13-retrieval.pdf,17,"The slide appears to contain only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or related algorithms and concepts. Therefore, there are no technical concepts, equations, architectures, or relationships to explain based on this slide.","20
III. Contextualizing the Retriever for the Generator
Input
Generator
Output
Prompt
Context
Query 
Encoder
Retriever
Doc Encoder
Docs"
13-retrieval.pdf,18,"The slide contains only the name and affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There is no technical content related to machine learning, natural language processing, or related concepts present on the slide.","21
Generator as a frozen black-box LM
 RePlug (Shi et al., 2023) ± inference"
13-retrieval.pdf,19,"The slide contains only the title ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there is no technical content on this slide to describe.","22
Generator as a frozen black-box LM
 RePlug (Shi et al., 2023) ± training"
13-retrieval.pdf,20,"The slide does not contain any technical content related to machine learning or natural language processing. It only displays the name ""University of Florida Herbert Wertheim College of Engineering."" Please provide a slide with relevant technical information for explanation.","23
IV. Contextualization via retrieve-rerank
Input
Generator
Output
Prompt
Context
Query 
Encoder
Retriever
Doc Encoder
Docs
Re-
ranker
Specialize only 
the retrieval part 
via reranking"
13-retrieval.pdf,21,"The content on this slide is only the name of the institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","24
V. Contextualization of both
Input
Generator
Output
Prompt
Context
Query 
Encoder
Retriever
Doc Encoder
Docs"
13-retrieval.pdf,22,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or related concepts, algorithms, or architectures. Therefore, there are no technical concepts to explain from this slide.","25
Fine-tune both generator and retriever
 RAG (Lewis et al., 2020)"
13-retrieval.pdf,23,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, architectures, or equations. There is no technical material to explain or analyze in this slide.","26
Two Types of RAG
 RAG (Lewis et al., 2020)"
13-retrieval.pdf,24,"The slide only contains a header text indicating the affiliation with the University of Florida Herbert Wertheim College of Engineering and does not display any technical content related to machine learning or natural language processing concepts, algorithms, or architectures. Therefore, there are no technical topics to explain from this slide.","27
Fusion in the Decoder ± increase k
 FiD (Izacard & Grave 2020)
Address the limitation of small k in RAG ± fusion in the decoder directly"
13-retrieval.pdf,25,"The slide does not contain any technical content related to machine learning or natural language processing. It only displays the text identifying the ""University of Florida Herbert Wertheim College of Engineering,"" which is likely a header or title rather than a concept, algorithm, equation, or architecture explanation.","28
Generator with kNN-based retriever
 kNN-LM (Khandelwal et al., 2019)
late interpolation of parametric LM and non-parametric kNN retriever"
13-retrieval.pdf,26,"This slide only contains the name of an academic institution, namely ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or NLP/ML content presented on this slide to explain.","29
VI. Contextualization all the way
Input
Generator
Output
Prompt
Context
Query 
Encoder
Retriever
Doc Encoder
Docs
expensive"
13-retrieval.pdf,27,"The slide contains only the institution name ""University of Florida Herbert Wertheim College of Engineering"" and no technical content related to machine learning or natural language processing concepts. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain from this slide.","30
Backpropagate all the way
 REALM (Guu et al., 2020)
A classical work of non-frozen 
retrieval augmented LMs
Signal from language modeling 
objective backpropagates all the 
way through the retriever, query 
encoder, and document encoder"
13-retrieval.pdf,28,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, or architectures to explain from this slide.","31
Other Interesting Questions of Retrieval Augment"
13-retrieval.pdf,29,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical topics to explain from this slide.","32
Other Interesting Questions
 When to retrieve?
 Legal risk of training or retrieval data source?
 Does the order of retrieved documents matter?
 Extension of retrieval augmentation?
 Combine with instruction tuning?
 Multimodal RAG?"
13-retrieval.pdf,30,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical material to explain.","33
When to Retrieve
 FLARE (Jiang, Xu, 
Gao, Sun et al., 2023)
LM will decide when to 
retrieve and when not"
13-retrieval.pdf,31,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is an institutional title, not related to any specific machine learning or natural language processing technical content. There are no concepts, algorithms, equations, or architectures presented to explain.","34
Isolating legal risk with retrieval
 SILO (Min, Gururangan et al., 2023)
Parametric LM 
under training
Non-parametric 
data store for 
testing-time 
retrieval"
13-retrieval.pdf,32,"The slide only shows the title ""University of Florida Herbert Wertheim College of Engineering"" and contains no technical content related to machine learning or natural language processing concepts, algorithms, or architectures to explain.","35
The order of retrieved documents
 Liu et al., 2023
lost in the middle when LM use 
long contexts
LM attend more to beginning and 
latter tokens, but less to the middle"
13-retrieval.pdf,33,"There is no technical content on the slide to describe. It only contains the name ""University of Florida Herbert Wertheim College of Engineering."" Please provide a slide with technical content related to machine learning or natural language processing for explanation.","36
Extension of Retrieval Augmentation
 WebGPT (Nakano et al., 2021)
The retrieved documents can be replaced by anything"
13-retrieval.pdf,34,"The slide heading indicates it is from the University of Florida Herbert Wertheim College of Engineering, but there is no presentation content visible in the image to describe or explain. Please provide the slide content or text to proceed with a technical explanation of the ML/NLP concepts.","37
Extension of Retrieval Augmentation
 Toolformer (Shick et al., 2021)
Can be generalized to all kinds of tools"
13-retrieval.pdf,35,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. It only includes the name ""University of Florida Herbert Wertheim College of Engineering."" There are no technical details to explain on this slide.","38
Combined with Instruction Tuning
 InstructRetro (Wang et al., 2023)
 RA-DIT (Lin, Chen et al, 2023)"
13-retrieval.pdf,36,"The slide contains no technical content related to machine learning or natural language processing. It only displays the name ""University of Florida Herbert Wertheim College of Engineering.""","39
Multimodal RAG
 Gur et al., 2021
 Yasunaga et al, 2023"
13-retrieval.pdf,37,"The slide contains only the name of an educational institution and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical material to explain.","40
Future ± more open questions"
13-retrieval.pdf,38,"The slide contains no technical content related to Machine Learning or Natural Language Processing concepts, algorithms, equations, architectures, or their relationships. It only shows the name of an educational institution, ""University of Florida Herbert Wertheim College of Engineering.""","41
More open questions
 Joint from-scratch pretraining is still underexplored
 What do scaling laws look like? (Scale LM in terms of params or 
tokens, Scale the retriever in terms of params or chucks, Scale the 
index size during inference)
 Can we fully decouple memorization from generalization, decouple 
knowledge from generation?
 Are there smart ways to create synthetic data for RAG?
 How do we properly evaluate RAG system?
 Zero-shot domain generalization"
13-retrieval.pdf,39,"There is no visible technical content, concepts, algorithms, equations, or architectures related to ML/NLP on this slide. The slide contains an image of a modern building and text ""LEADING THE CHARGE, CHARGING AHEAD,"" which does not pertain to ML or NLP concepts.",Thank you!
14-knowledge.pdf,0,"The slide contains no technical content to explain. It features an image of a building and the phrase ""Leading the Charge, Charging Ahead"" but includes no concepts, algorithms, equations, architectures, or NLP/ML-related information.","CIS 6930 Special Topics in Large Language Models
Knowledge Augmented Language Model"
14-knowledge.pdf,1,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not provide any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical details to explain from this slide.","Outline
§ Introduction to Knowledge-augmented LM
§ Methods to add knowledge into LM
1. Add pretrained entity embeddings
2. Modify the training data
§ Evaluating knowledge in LM"
14-knowledge.pdf,2,"The text on the slide states ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" This is an institutional or organizational title and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, architectures, or equations to explain.",Introduction to Knowledge-augmented LM
14-knowledge.pdf,3,"The slide does not contain any technical content related to ML or NLP. It only displays the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which refers to an educational institution or department, not a technical concept or algorithm. Please provide a slide containing ML/NLP-specific content for explanation.",What does LM know?
14-knowledge.pdf,4,"The slide header indicates that it is from the University of Florida Herbert Wertheim College of Engineering, which suggests this is an engineering or computer science related educational course.

However, as this slide contains only the header with no other technical content such as concepts, algorithms, equations, or architectures, there are no ML or NLP-specific technical topics to explain from this slide beyond identifying the institution. To provide a technical explanation, I would need content related to language models, algorithms, model architectures (e.g., transformers, RNNs), or evaluation metrics typically found in an ML/NLP course.",What does LM know?
14-knowledge.pdf,5,"The text on the slide states the name of an academic institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP presented in this text. It is purely an institutional name without any technical content to explain.",Why build Knowledge-aware LM
14-knowledge.pdf,6,"The content displayed is simply the name of an academic institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP on this slide.",Traditional Knowledge Base
14-knowledge.pdf,7,"This slide contains only the text: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING.""

There is no technical content, concepts, algorithms, equations, architectures, or relationships related to machine learning or NLP on this slide to explain.",Query Language Models as Knowledge Bases
14-knowledge.pdf,8,"The content on the slide, ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" is a header or title indicating the institutional affiliation or source of the material. It does not contain technical concepts, algorithms, equations, architectures, or relationships related to Machine Learning or Natural Language Processing. Therefore, there are no technical details to explain from this slide.",Advantage of using LM over traditional KB
14-knowledge.pdf,9,"The slide title indicates affiliation with the University of Florida Herbert Wertheim College of Engineering, but there is no technical content related to machine learning or natural language processing concepts, algorithms, or architectures visible here to describe. Please provide a slide or image containing specific ML or NLP concepts for explanation.",Methods to add knowledge into LM
14-knowledge.pdf,10,"The content on the slide, indicated by the text, is a title referring to the ""University of Florida Herbert Wertheim College of Engineering."" This is an institutional name and not technical content related to machine learning or natural language processing.

There are no ML/NLP concepts, algorithms, equations, architectures, or relationships presented on this slide for me to explain. If you provide slides with technical content, I can explain them accordingly.","Methods to add knowledge into LM
§ Method 1: Add pretrained entity embeddings
ERNIE: Enhanced Language Representation with Informative Entities [Zhang et al., ACL 19] 
GreaseLM: Reasoning with Language Model and Knowledge Graph [Zhang et al. ICLR 2022] 
§ Method 2: Modify the training data
WKLM [Xiong et al., ICLR 2020] 
ERNIE1: Enhanced Representation through Knowledge Integration [Sun et al., 2019]"
14-knowledge.pdf,11,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" It does not include any technical content related to machine learning, natural language processing, or related topics such as algorithms, models, or equations. Therefore, there are no concepts or technical details to explain.",Method 1: Add pretrained entity embeddings
14-knowledge.pdf,12,"The text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" is the name of an institution and not technical ML/NLP content. There are no concepts, algorithms, equations, or architectures related to machine learning or natural language processing to describe here. Please provide a slide with relevant technical content for explanation.",Method 1: Add pretrained entity embeddings
14-knowledge.pdf,13,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which does not present any technical machine learning or natural language processing content such as concepts, algorithms, equations, or architectures. 

Therefore, there are no ML/NLP technical concepts to explain from this slide.",What is Entity Linking
14-knowledge.pdf,14,"The slide content ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" is a title or header indicating the institution and college affiliation. There are no technical concepts, algorithms, equations, or architectures related to machine learning or natural language processing presented in this slide text.",Method 1: Add pretrained entity embeddings
14-knowledge.pdf,15,"The text on this slide identifies the University and the specific engineering college, which is the Herbert Wertheim College of Engineering at the University of Florida. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.",Method 1: Add pretrained entity embeddings
14-knowledge.pdf,16,"This slide contains only a text header indicating the affiliation or institution: ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. There are no technical terms, definitions, or explanation on this slide to analyze or explain.",Method 1: Add pretrained entity embeddings (ERNIE)
14-knowledge.pdf,17,"The text on this slide is the name of an academic institution, ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented in this slide. It appears to be a title or header slide for a course or presentation rather than content focused on ML/NLP topics.",Method 1: Add pretrained entity embeddings (ERNIE)
14-knowledge.pdf,18,The slide header identifies the institution but contains no technical content itself. Please provide the slide with the technical material to explain.,Method 1: Add pretrained entity embeddings (ERNIE)
14-knowledge.pdf,19,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing. There are no concepts, algorithms, architectures, or equations displayed on it to explain.",Method 1: Add pretrained entity embeddings (ERNIE)
14-knowledge.pdf,20,"The slide itself contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or other related concepts. Therefore, there are no concepts, algorithms, equations, or architectures to explain from this slide.",Method 1: Add pretrained entity embeddings (ERNIE)
14-knowledge.pdf,21,"The slide contains no technical content related to machine learning or natural language processing. It displays only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is the name of an educational institution and does not involve any ML/NLP concepts, algorithms, equations, architectures, or their relationships.",Method 1: Add pretrained entity embeddings (GreaseLM)
14-knowledge.pdf,22,"This slide contains only the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" 

There is no technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or other relevant topics present on this slide for explanation.",Method 2: Modify the training data
14-knowledge.pdf,23,"The slide contains only a heading indicating an institution name: ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships to explain.",Method 2: Modify the training data
14-knowledge.pdf,24,"This slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to ML or NLP presented on this slide.",Method 2: Modify the training data (WKLM)
14-knowledge.pdf,25,"The text on this slide is a header indicating the institution and college: ""University of Florida Herbert Wertheim College of Engineering."" There is no technical content related to machine learning or natural language processing concepts, algorithms, or equations present on this slide.",Method 2: Modify the training data (WKLM)
14-knowledge.pdf,26,"The slide contains no technical content related to ML/NLP concepts, algorithms, equations, architectures, or relationships. It only displays the name of an institution: ""University of Florida Herbert Wertheim College of Engineering.""",Method 2: Modify the training data (WKLM)
14-knowledge.pdf,27,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to ML/NLP, algorithms, concepts, or equations. There are no concepts, models, architectures, or equations to explain on this slide.",Method 2: Modify the training data (WKLM)
14-knowledge.pdf,28,"The content in the image is a title or header stating ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, architectures, or NLP/ML-related content presented on this slide to explain. It appears to be an institutional or course identification header rather than technical material.",Method 2: Modify the training data (ERNIE1)
14-knowledge.pdf,29,"The text on this slide identifies the institution and college, specifically the University of Florida's Herbert Wertheim College of Engineering. It doesn't contain any technical content related to machine learning or natural language processing concepts, algorithms, architectures, or equations.",Evaluation
14-knowledge.pdf,30,"The slide contains only a textual header: ""University of Florida Herbert Wertheim College of Engineering."" There is no technical content such as concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented here. Therefore, there is no technical material to explain on this slide.",Knowledge-intensive downstream tasks
14-knowledge.pdf,31,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is a title indicating the academic institution and specific college. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning, NLP, or any other technical topic presented on this slide.",Relation Extraction Performance on TACRED
14-knowledge.pdf,32,"The slide header indicates the institutional affiliation, specifically the University of Florida's Herbert Wertheim College of Engineering. This is typically the heading or title section used in course materials and does not contain technical machine learning or natural language processing content. 

To proceed with a technical explanation, please provide a slide that includes concepts, algorithms, equations, architectures, or relationships related to ML or NLP.",Entity Typing Performance on OpenEntity
14-knowledge.pdf,33,"The slide header indicates affiliation with the University of Florida’s Herbert Wertheim College of Engineering but contains no technical content related to machine learning or natural language processing concepts, algorithms, or architectures. There are no equations, models, or technical relationships to explain on this slide.",Knowledge-intensive Question Answering
14-knowledge.pdf,34,"The slide contains no technical content related to machine learning or natural language processing such as concepts, algorithms, equations, or architectures. It only shows a background image of a building and a phrase ""LEADING THE CHARGE, CHARGING AHEAD"" at the bottom.",Thank you!
2-ngram-lm.pdf,0,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It appears to be an image of a building exterior and includes the phrase ""LEADING THE CHARGE, CHARGING AHEAD,"" which does not convey technical ML/NLP information.","CIS 6930 Special Topics in Large Language Models
N-gram Language Models"
2-ngram-lm.pdf,1,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any concepts, algorithms, equations, architectures, or technical content related to machine learning or natural language processing. Therefore, there is no technical content to explain.","2
Language Models (LM)
▪LM should have the ability to assign each possible sequence of 
tokens 𝑤1, … , 𝑤𝑛∈𝑉 with a meaningful probability: 𝑝𝑤1, … , 𝑤𝑛
𝑝𝑤1, … , 𝑤𝑛
= p 𝑤1  ∗ 𝑝𝑤2 𝑤1  ∗𝑝𝑤3 𝑤1, 𝑤2 ∗ … ∗𝑝(𝑤𝑛|𝑤1, 𝑤2, … , 𝑤𝑛−1)
E.g. p(cat sat on the mat) = p(cat) * p(sat | cat) * p(on | cat sat) * 
 
 
 
 
p(the | cat sat on) * p(mat | cat sat on the)"
2-ngram-lm.pdf,2,"The slide contains only the name ""University of Florida Herbert Wertheim College of Engineering"" and does not present any technical content related to machine learning, natural language processing, or related computational concepts. There are no algorithms, equations, models, or relationships described on this slide.","3
Language Models (LM)
▪LM should have the ability to assign each possible sequence of 
tokens 𝑤1, … , 𝑤𝑛∈𝑉 with a meaningful probability: 𝑝𝑤1, … , 𝑤𝑛
▪LM is a machine learning model that assigns a probability for each 
possible next word 𝑝𝑤𝑛 |𝑤1, … , 𝑤𝑛−1  (predicting upcoming words)
▪This is how LLM work: (1) LLMs are trained to predict words (2) 
LLMs generate text by predicting the next word repeatedly."
2-ngram-lm.pdf,3,"The slide contains only the text ""University of Florida Herbert Wertheim College of Engineering"" which is the name of an institution. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","4
N-gram Language Model
▪N-gram Language Model – the simplest kind of language model
▪What is n-gram: n-gram is a sequence of n words
2-gram (bigram) = two-word sequence of words, e.g. the cat, cat sat…
3-gram (trigram) = three-word sequence of words, e.g. the cat sat …
▪N-gram LM is a probabilistic model that can estimate the prob of a 
word given the N-1 previous words, and thereby to assign prob for 
entire sequences"
2-ngram-lm.pdf,4,"The slide contains no technical content related to machine learning or natural language processing. It only displays the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, architectures, or relationships to explain here.","5
Outline
▪Building N-gram Language Model
▪Generation from N-gram Language Model
▪Evaluating N-gram Language Model
▪Smoothing of N-gram Language Model"
2-ngram-lm.pdf,5,"The slide contains no technical content related to machine learning, natural language processing, or any related concepts, algorithms, equations, or architectures. It only displays the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which appears to be an institutional or college name.","6
Building a N-gram Language Model"
2-ngram-lm.pdf,6,"The slide content ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" does not contain any technical content related to machine learning or natural language processing. Please provide a slide with technical material such as concepts, algorithms, equations, or architectures for explanation.","7
How to estimate probability
▪One way to estimate 𝑝(𝑤|ℎ) prob of a word 𝑤 given some history ℎ is 
using relative frequency counts"
2-ngram-lm.pdf,7,"The text on the slide only contains the name ""University of Florida Herbert Wertheim College of Engineering"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there is no technical content to explain from this slide. If you have another slide with ML/NLP content, please share it!","8
Problems of relative frequency counts
▪Not accurate because new sentences are invented all the time
   Even the entire web is not big enough to give us good estimates for   
   counts of every possible sentences
▪Computational heavy for sequence with long length n
  With a vocabulary of size V, # sequence of length n = 𝑉𝑛
  Typical English vocabulary V ~ 40k words
  Even sentences of length <= 11 results in more than 4 x 1050 sequences"
2-ngram-lm.pdf,8,"The slide appears to contain only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships.

Therefore, there are no technical concepts or details to explain based on this slide.","9
Markov Assumption
▪Markov Assumption definition – the future state conditioned on the 
current state (or recent several states) is independent of past states
▪Use only the recent past to predict the next word
1-st order
2-nd order"
2-ngram-lm.pdf,9,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","10
N-gram Language Model
▪Instead of computing the prob of word given its entire history, we only 
use the last N-1 steps to approximate all the history
𝑝𝑤1, … , 𝑤𝑛= ∏𝑖 𝑝𝑤𝑖𝑤𝑖−𝑁+1, … , 𝑤𝑖−1)"
2-ngram-lm.pdf,10,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is an institutional name. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented here. Therefore, there is no technical content to explain.","11
N-gram Language Model
                                 𝑝𝑤𝑖 |𝑤𝑖−1 = 𝐶(𝑤𝑖−1,𝑤𝑖 )
𝐶(𝑊𝑖−1)
Larger N, more accurate and better the LM is, but also higher costs"
2-ngram-lm.pdf,11,"The slide contains only the name of an institution and does not present any technical content related to machine learning, natural language processing, or any algorithms, models, or mathematical concepts. Therefore, there are no concepts, architectures, equations, or relationships to explain from this slide.","12
Practice – Estimating Conditional Probabilities"
2-ngram-lm.pdf,12,"The slide contains only the name of an institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not present any technical content related to machine learning, natural language processing, or related concepts. There are no algorithms, equations, architectures, or relationships described on the slide.","13
Practice – Estimating Conditional Probabilities"
2-ngram-lm.pdf,13,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or other related topics. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain from this slide.","14
Practice – Estimating Joint Probabilities"
2-ngram-lm.pdf,14,"The slide contains only the text ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide. Therefore, there is no technical content to explain.","15
Practice – Estimating Joint Probabilities"
2-ngram-lm.pdf,15,"The slide contains no technical content related to machine learning or natural language processing concepts. It only shows an institutional name, ""University of Florida Herbert Wertheim College of Engineering."" There are no algorithms, equations, architectures, or relationships to explain here.","16
Scaling in Large N-gram Models – Log Probability
▪Probability Numerical Underflow: Because probabilities are <= 1, the 
more probs we multiply together, the smaller the product becomes
▪Log Probability: adding in log space is equivalent to multiplying in linear 
space, and we get results that are not small"
2-ngram-lm.pdf,16,"The slide only contains a text line indicating the institution ""University of Florida Herbert Wertheim College of Engineering"" and does not present any technical content related to machine learning, natural language processing, or related algorithms and concepts. Therefore, there are no technical concepts, equations, or architectures to explain from this slide.","17
Generation from N-gram Language Model"
2-ngram-lm.pdf,17,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content, concepts, algorithms, equations, or architectures related to machine learning or natural language processing. Therefore, there is no technical content to explain from this slide.","18
Sampling a word from a prob distribution"
2-ngram-lm.pdf,18,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. There is no technical material to explain.","19
Generating sequences from bigram LM"
2-ngram-lm.pdf,19,"The slide's text is simply the name of an institution: ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content, concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing.","20
Generating sequences from bigram LM"
2-ngram-lm.pdf,20,"The slide contains only the phrase ""University of Florida Herbert Wertheim College of Engineering"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. There are no NLP or ML topics to explain from this slide.","21
Generating sequences from trigram LM"
2-ngram-lm.pdf,21,"The slide contains only the name of an institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not present any technical content related to machine learning, natural language processing, algorithms, equations, or architectures. There are no NLP or ML concepts, models, or mathematical expressions to explain.","22
Evaluating N-gram Language Model"
2-ngram-lm.pdf,22,"The text on this slide is ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there are no technical topics to explain from this slide.","23
Two types of evaluation for LM
▪Extrinsic Evaluation
Train LM -> apply to downstream task -> evaluate the task
Higher task performance -> better model
Problem: expensive, time consuming, indirect feedback"
2-ngram-lm.pdf,23,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, or architectures to explain from this slide.","24
Two types of evaluation for LM
▪Intrinsic Evaluation
Measures the quality of a LM independent of any application
How well a LM estimates the probability of sequences
How to evaluate: training set, testing set, development set, metric"
2-ngram-lm.pdf,24,"The slide text contains no technical content related to machine learning or natural language processing. It only shows the affiliation ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and thus includes no concepts, algorithms, equations, architectures, or relationships to explain.","25
Intrinsic Evaluation – split datasets
▪Training set: is the data we use to learn the parameter of model
For the N-gram LM, training data is the data from which we get the n-
gram counts to estimate n-gram probability
▪Testing set: is a set of unseen data that is not overlapping with training 
set, that we use to evaluate the model
If a LM assigns a higher probability to the test set, that means it more 
accurately predicts the test set, then it is a better model.
▪Development set: used to tune hyper-parameter"
